store_name,store_id,visitor_review_count,blog_review_count,coffee_tasty,service_kind,beverage_tatsy,dessert_tasty,store_clean,conv_good,seat_comfy,focus_good,interior_good,restroom_clean,special_menu,value_for_money,view_good,photo_good,store_spacious,parking_easy,vibe_calm,vibe_cozy,vibe_musical,food_tasty,ingred_fresh,kids_good,packaging_good,price_worth,rooms_good,good_for_stay,taste_healthy,menu_variety,custom_good,fast_service,good_for_groups,large_portions,menu_composition_good,tea_tasty,bread_tasty,solos_dining_good,pet_friendly,good_for_party,alcohol_variety,solos_alcohol_good,good_for_special,outdoor_space_good,books_variety,concept_unique,good_for_gifts,course_meal_good,free_snack_good
인천스퀘어원4F,2523,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
송도현대아울렛,1664,7023,140,2904,924,1208,757,466,260,127,70,187,86,335,200,144,101,4,467,1,7,2,0,0,0,1,9,0,1,3,6,4,5,0,0,6,1,1,0,0,0,0,0,0,12,0,1,0,0,0
송도컨벤시아대로DT,1811,3273,214,1676,582,671,539,457,280,189,147,230,123,174,81,176,62,13,435,4,2,2,2,0,1,0,3,0,1,3,1,0,1,2,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0
검단사거리역,1430,5040,174,1776,822,719,659,466,415,217,164,211,54,200,115,64,50,29,90,9,9,6,3,0,0,1,4,1,2,2,2,0,2,0,0,4,0,2,0,0,0,0,0,0,0,0,0,2,0,0
인천청라센트럴,1489,4127,111,950,403,350,334,278,195,131,158,113,35,104,56,34,28,9,38,4,2,2,1,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0
인천청라한신,1649,3694,166,1292,521,567,474,412,281,197,166,180,51,160,90,58,44,23,84,5,7,1,0,1,1,1,4,0,2,0,2,0,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천당하DT,1005,7650,0,2488,1036,982,911,554,492,279,204,287,215,278,164,116,73,33,331,3,4,7,2,1,0,0,11,0,6,4,5,3,2,0,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,1
인천청라타워돔,996,3425,127,1159,478,488,396,281,225,119,78,98,27,122,57,29,31,13,64,1,6,1,4,0,0,0,2,0,1,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
인천서구청DT,798,7071,242,2306,848,935,811,588,471,294,200,257,201,253,97,50,69,44,109,3,2,0,1,0,1,1,0,0,5,3,3,1,2,3,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0
인천청라,797,5258,219,1498,687,621,527,380,256,187,100,142,60,189,85,28,50,14,66,2,4,2,0,0,0,0,7,0,2,1,1,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
인천검단DT,2231,607,96,433,146,163,214,103,71,17,37,55,30,47,22,15,7,16,62,7,6,1,5,0,0,0,3,1,7,3,9,1,2,2,0,2,0,3,1,0,0,0,0,1,0,0,0,1,0,0
검단이마트,2506,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
신검단중앙역,2517,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
아라동사거리,2465,33,19,23,10,8,14,5,0,1,2,5,2,3,4,0,4,1,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
루원시티,2028,2482,150,1446,555,601,560,429,268,159,129,193,66,191,105,60,31,26,130,7,12,3,2,1,1,1,4,1,1,0,8,1,3,2,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0
인천공촌DT,1905,1965,134,1150,538,465,411,393,230,128,116,236,126,146,65,58,39,43,270,3,2,1,1,0,0,2,4,0,0,0,1,0,2,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0
루원앨리스빌,2243,418,69,273,124,134,118,74,43,24,12,42,5,37,16,7,4,8,36,3,5,0,1,0,1,0,2,0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
에이펙스청라,2312,210,40,159,27,69,90,22,23,4,7,23,4,36,5,9,4,8,6,1,2,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
인천청라DT,1857,3811,312,2092,727,802,808,485,344,209,148,384,153,259,107,224,94,29,562,1,3,0,4,0,5,1,3,0,2,0,6,1,2,0,0,2,2,1,1,0,0,1,0,0,1,0,2,1,0,0
검단신도시,2120,1788,167,1215,460,438,518,223,192,85,72,212,30,163,120,14,23,26,49,4,6,3,3,0,2,4,7,0,5,0,4,0,0,2,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0
부평삼거리역DT,1559,5139,119,1761,689,713,489,553,389,236,126,217,185,150,123,87,53,23,191,4,8,1,1,0,0,2,0,0,2,0,1,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
인천구월아시아드,1328,5989,146,1877,745,775,704,526,393,289,168,269,95,232,125,53,73,33,60,5,10,5,5,1,1,0,6,0,10,2,3,2,3,0,2,5,0,4,2,0,0,0,0,0,0,0,1,0,0,0
인천터미널사거리,1265,6804,160,2005,842,875,750,555,453,296,261,210,104,221,120,128,67,30,90,3,9,4,0,0,0,1,10,0,8,2,3,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0
인천서창,1103,5804,146,1965,826,835,841,556,371,198,188,180,71,244,95,44,61,34,63,6,6,3,0,0,3,0,2,0,8,1,7,1,3,2,0,3,5,3,0,0,0,0,0,0,0,0,0,2,0,0
인천간석DT,1176,6212,232,1828,710,727,634,410,339,208,158,185,110,186,104,79,70,17,278,12,12,1,3,0,0,2,3,1,6,1,0,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
인천예술회관역,763,6508,301,1937,782,807,771,539,465,355,368,256,182,241,134,102,84,58,42,2,9,2,2,1,1,2,3,1,14,2,1,2,1,2,0,7,2,0,2,0,0,1,1,0,0,0,0,0,0,0
구월로데오,145,6312,271,1833,721,774,638,388,354,174,180,162,54,215,111,58,41,19,23,4,8,4,1,1,1,1,3,0,2,0,0,1,2,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0
구월길병원,36,7715,195,2651,1014,976,939,630,565,367,350,263,103,288,145,55,69,44,48,8,5,1,0,1,1,1,5,2,16,3,2,0,6,2,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0
인천구월,124,5954,229,1743,670,792,682,371,389,256,209,195,52,231,116,71,62,41,64,11,7,5,3,0,0,1,3,0,9,1,5,1,4,3,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0
인천논현,543,8354,233,2860,1078,1093,969,647,410,213,221,264,116,335,124,80,72,21,168,4,6,9,2,0,0,3,10,1,6,1,6,5,2,0,3,6,0,2,0,0,1,0,0,0,0,0,0,5,0,0
인천만수향촌,2507,22,12,20,3,4,2,2,1,1,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천구월중앙,2040,2469,84,1445,479,585,558,407,279,222,160,241,64,198,90,66,50,52,22,0,8,4,3,1,0,0,3,0,7,1,1,0,0,1,0,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0
구월트레이더스,2459,119,17,85,31,29,30,14,8,5,0,11,0,9,1,0,1,3,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천논현역4번출구,2478,16,5,10,3,5,2,2,1,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
간석중앙공원DT,1819,4313,192,2105,849,877,776,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
영종하늘도시,1504,6873,188,2418,981,967,871,567,472,316,209,221,79,382,172,50,72,55,182,4,6,1,0,0,1,0,12,0,7,0,5,4,2,2,0,3,2,2,1,0,0,0,0,0,0,0,0,3,0,0
영종도운서역,1210,3351,275,974,612,517,281,419,186,173,135,82,31,93,56,193,21,19,24,1,2,1,1,0,0,0,1,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
인천공항T1에어3F,1030,5940,221,2142,855,856,484,340,90,40,42,83,73,293,165,46,49,2,31,1,1,0,3,0,0,3,15,0,0,3,7,1,8,0,0,5,1,1,0,0,0,2,0,0,0,0,0,0,1,2
인스파이어리조트,2289,262,67,183,54,79,84,29,33,7,5,47,5,27,25,2,11,4,21,1,3,0,0,0,0,1,1,0,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인하대병원,2470,44,6,35,7,8,9,3,0,0,1,1,0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천공항T2에어,2262,452,86,340,73,130,139,20,16,1,4,19,1,47,23,7,10,2,0,0,0,0,0,1,0,0,4,0,0,0,3,2,6,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0
인천공항T2랜드B1,2295,318,60,209,66,82,76,42,32,11,12,23,4,28,10,0,12,3,4,4,5,1,1,1,0,0,0,0,5,0,0,0,5,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
인천공항T1랜드B1,2356,181,30,122,30,55,50,16,9,2,2,8,2,31,6,0,1,0,2,1,2,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
인천공항T2랜드1F,2429,12,8,7,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천공항T1에어4F,2261,587,1306,412,79,128,147,83,63,28,22,158,1,92,12,46,50,32,2,6,8,3,0,0,0,0,2,0,2,1,3,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2,7,0,0,0
동해DT,1164,5250,185,1557,725,746,644,399,332,149,128,190,130,211,112,83,61,14,140,3,3,3,2,1,0,2,3,0,6,0,3,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0
동해IC DT,2018,2189,116,1206,447,552,518,353,256,98,72,281,101,161,65,103,62,18,380,6,8,5,1,0,2,1,2,0,4,1,2,0,3,0,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0
설악쏘라노,1191,3734,118,1233,444,384,316,321,202,136,46,213,77,80,66,305,89,6,252,4,5,1,0,0,2,1,2,0,1,0,2,2,1,2,0,1,0,1,0,0,0,0,0,0,11,0,1,1,0,0
속초DT,1007,6863,288,2163,750,811,696,446,318,190,111,242,162,236,151,250,86,27,607,2,6,2,1,1,0,2,3,0,2,1,5,1,1,0,0,4,2,3,0,0,0,0,0,0,1,0,0,1,0,0
영랑호리조트,2264,870,995,492,122,180,209,69,39,17,8,193,34,102,32,500,242,28,118,3,5,3,0,0,3,0,3,0,3,0,6,1,0,0,0,1,0,2,1,0,0,0,0,5,51,0,4,0,0,0
속초교동DT,1898,1746,138,943,311,356,334,274,195,121,88,207,102,99,74,97,55,11,304,7,4,3,2,0,0,0,1,0,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
속초금호DT,2154,397,90,236,67,88,92,58,51,10,35,60,17,24,11,26,13,21,47,2,7,1,0,1,0,0,0,0,3,0,2,1,2,1,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0
춘천구봉산R,1566,8767,1716,2888,896,987,1348,753,491,367,97,912,239,462,156,2616,657,94,561,3,4,9,1,0,4,0,14,0,12,1,8,1,0,5,1,5,1,5,0,0,0,0,0,3,43,0,0,0,0,0
춘천후평DT,1125,8818,129,2817,1050,1067,912,522,394,212,247,278,182,263,205,115,73,17,312,3,5,6,3,0,0,8,4,0,6,3,4,2,5,2,0,4,1,2,0,0,0,0,0,0,1,0,0,3,0,0
춘천석사DT,1070,8120,179,2659,1062,1058,819,453,321,179,198,210,130,320,216,106,66,15,222,3,6,1,0,0,0,3,5,0,4,1,5,1,5,0,1,7,3,0,0,0,0,0,0,4,1,0,0,1,0,0
춘천명동,86,5998,113,1961,771,869,776,420,339,212,220,140,193,273,151,63,49,24,32,2,5,2,5,1,1,1,4,0,10,0,3,1,6,0,0,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0
춘천이마트,55,4707,66,1421,706,657,472,287,130,76,35,100,53,148,110,39,38,7,291,0,3,2,3,0,2,2,6,0,6,0,2,2,2,0,1,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0
강원대,508,3204,72,803,458,408,319,162,116,80,157,69,66,99,49,25,12,9,7,2,5,4,1,0,0,0,0,0,4,0,2,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
춘천퇴계DT,1737,6499,155,2903,1167,1220,1041,608,479,239,204,302,220,395,250,138,71,42,793,8,8,2,1,0,0,4,2,0,11,0,0,1,6,1,0,2,2,5,0,0,0,0,0,0,0,0,0,1,0,0
더춘천의암호R,2338,719,1066,405,96,153,253,76,41,18,5,286,23,148,15,373,168,61,71,2,2,16,0,0,0,0,11,1,2,0,3,2,0,1,1,1,2,9,0,0,0,0,0,6,30,0,14,0,0,0
춘천후석로DT,2286,325,55,212,92,64,89,67,32,12,10,42,24,23,10,10,6,12,62,1,4,3,0,0,0,1,0,0,1,0,1,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
춘천온의,1696,4756,108,1954,802,888,728,721,384,233,168,315,113,237,162,84,69,31,44,5,8,1,1,1,0,3,6,0,5,4,2,1,1,1,0,2,1,1,0,0,0,0,0,0,0,1,0,2,0,0
평창DT,2369,100,46,69,15,15,23,10,10,2,4,26,3,8,3,7,8,4,9,2,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
비발디파크,308,1592,27,328,125,170,85,49,40,19,10,21,13,29,28,109,25,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
홍천DT,2294,419,112,301,57,119,155,32,35,6,6,67,14,37,29,32,14,17,32,0,1,0,0,0,1,0,1,0,2,1,6,0,1,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0
강릉송정DT,1586,4093,106,1433,652,589,499,431,304,152,172,200,154,214,92,117,78,21,247,1,7,0,0,1,1,1,0,0,8,2,5,3,2,0,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0
강릉강문해변,1600,8167,934,2690,958,1042,894,801,409,448,138,641,312,247,179,2629,657,98,315,4,9,6,1,2,1,2,3,1,15,1,7,3,1,2,1,5,3,2,0,0,0,0,0,4,9,0,0,0,0,0
강릉교동광장,1308,5136,93,1602,711,644,553,403,340,267,252,174,113,219,119,69,49,24,97,7,5,1,1,0,1,0,1,0,44,2,4,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강릉안목해변,633,7519,735,2653,822,897,849,446,334,252,69,295,192,246,182,1819,348,24,190,1,13,2,3,1,0,0,2,0,9,1,5,1,0,0,0,2,2,0,0,0,1,0,1,1,3,0,0,2,1,0
강릉IC DT,2173,942,84,619,125,257,253,85,112,23,33,112,21,78,45,51,31,34,165,2,3,1,4,0,0,0,2,0,4,0,4,3,3,0,1,4,1,1,2,0,0,0,1,0,2,0,1,0,0,0
강릉아산병원,2376,93,11,71,25,20,16,17,0,0,0,5,0,5,4,1,2,0,1,1,0,0,0,0,0,0,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강릉율곡DT,1923,2345,102,1229,500,559,489,415,305,159,118,249,143,160,119,184,60,21,468,5,5,2,2,0,0,1,6,0,6,4,3,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
강릉중앙,2370,192,28,117,51,48,64,29,27,16,35,21,9,11,5,4,8,13,2,2,7,2,0,0,0,0,2,0,20,1,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
강릉주문진,2259,410,289,253,64,80,92,49,41,18,9,134,9,28,12,150,62,23,25,3,3,0,0,0,0,1,2,0,2,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,16,0,2,0,0,0
소노델피노,706,3426,134,1151,417,416,328,234,123,58,40,107,40,96,70,189,55,2,156,6,8,1,0,1,1,1,3,0,3,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0
원주반곡DT,1487,6679,228,1995,746,784,745,478,371,182,124,216,153,221,114,139,68,30,506,4,3,2,2,1,0,3,5,0,2,1,3,0,7,1,0,5,0,1,2,0,0,0,0,0,1,0,0,1,0,0
원주명륜DT,1425,6651,195,2111,802,831,779,579,424,242,202,279,198,203,126,76,62,50,597,4,5,4,2,0,0,5,5,1,1,0,9,0,6,0,0,5,3,3,1,0,0,0,0,0,0,0,1,3,0,0
원주무실,1232,5344,206,1693,590,664,629,400,313,159,152,155,75,182,96,66,49,15,83,2,4,3,3,0,0,3,3,0,4,1,3,1,1,0,1,4,2,1,0,0,0,0,0,0,0,0,0,2,0,0
원주혁신도시,1131,4155,171,1221,532,424,348,286,196,141,106,102,43,110,82,58,34,27,97,5,1,2,2,0,0,2,3,0,9,0,3,1,3,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
원주터미널,554,6137,298,1837,788,866,716,538,427,260,344,187,225,228,124,86,69,34,52,9,4,2,0,0,0,4,2,0,7,0,4,1,2,1,0,1,0,1,2,0,0,0,0,0,0,0,0,5,0,0
원주시청,2240,419,76,298,54,101,92,42,36,1,15,38,12,84,8,1,10,11,58,2,7,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
오크밸리,1989,926,83,545,175,201,215,112,87,43,14,61,21,56,33,167,38,11,96,3,4,1,1,0,4,0,0,0,1,0,0,0,1,0,0,2,0,4,1,0,0,0,0,0,7,0,0,0,0,0
원주문막IC DT,2385,99,44,56,29,21,20,23,12,1,9,17,7,8,5,11,9,2,24,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
원주IC DT,2049,1422,97,813,325,283,293,238,157,72,67,123,69,82,32,33,32,18,274,2,5,0,1,0,0,0,1,0,5,1,2,2,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0
원주단구DT,1911,2268,141,1331,450,448,493,353,243,125,138,171,113,132,61,87,30,24,213,4,3,1,0,0,0,0,2,1,9,2,5,1,6,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
월송리CC,2474,12,29,7,2,3,2,2,0,0,1,1,3,1,0,5,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
원주기업도시DT,2227,444,69,313,64,133,135,32,39,9,9,33,15,58,26,9,11,6,19,4,9,2,1,1,4,0,3,0,1,0,6,0,10,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0
원주봉화산DT,2199,800,106,588,124,211,282,68,130,38,40,91,21,52,24,45,25,29,54,2,2,1,1,0,0,2,5,0,6,1,7,1,5,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
김해구산DT,1442,3751,181,1193,476,483,451,315,289,151,114,187,103,118,73,78,35,21,322,3,0,3,1,0,0,2,5,0,4,0,4,0,3,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
김해진영DT,1647,4266,180,1462,646,599,572,372,269,158,85,198,143,131,54,97,48,43,523,1,3,2,0,0,3,1,3,1,11,0,6,0,3,0,0,2,1,4,0,0,0,0,0,1,0,0,0,2,0,0
신세계김해,1083,3422,108,1353,538,594,463,292,206,104,42,107,91,197,93,31,30,10,289,5,7,1,0,0,2,0,5,0,5,1,5,2,0,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
김해이마트,1080,4029,58,1481,618,675,464,310,212,110,40,112,128,178,117,22,30,1,416,1,2,0,1,0,0,0,1,0,0,2,0,0,2,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
김해대로DT,846,4016,181,1495,581,685,520,306,274,114,127,167,104,161,67,55,43,18,240,6,8,4,0,0,0,1,4,0,2,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0
김해외동DT,802,3522,79,931,469,538,353,237,215,94,140,71,82,110,60,27,22,7,141,5,2,0,0,0,0,0,1,1,5,0,4,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
김해율하,711,1789,110,845,334,355,427,257,284,108,135,113,39,81,53,64,16,44,54,5,4,0,1,0,1,0,2,0,11,0,2,0,1,3,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0
김해삼계,626,3499,135,991,608,463,393,286,267,130,116,103,97,88,61,45,25,13,123,5,6,3,3,1,0,1,3,2,1,1,1,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,1,0
김해내동,437,3762,120,1196,604,583,477,260,246,96,123,89,42,135,106,37,32,6,38,2,6,0,0,0,1,1,3,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
서김해IC DT,2106,613,78,417,129,128,137,103,60,28,32,62,39,30,23,22,8,15,138,3,3,0,2,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
김해주촌DT,1917,1753,97,961,325,400,400,256,192,89,72,159,108,110,77,84,48,11,297,2,3,1,1,0,0,1,2,0,1,0,3,1,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
김해가야로DT,1946,1763,115,889,313,370,412,280,271,145,101,273,91,94,47,248,56,29,352,3,9,1,1,0,1,1,0,0,3,0,2,1,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
장유대청,2121,1258,139,826,200,273,368,157,132,42,59,134,49,78,42,18,23,40,138,5,6,4,5,2,3,1,0,0,4,1,5,0,0,1,0,1,0,3,2,1,0,0,0,0,1,0,0,0,0,0
장유율하,1926,1789,110,845,334,355,427,257,284,108,135,113,39,81,53,64,16,44,54,5,4,0,1,0,1,0,2,0,11,0,2,0,1,3,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0
진영신도시,2017,497,20,296,151,121,99,102,69,42,31,38,26,35,17,2,10,1,7,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
김해율하신도시,1685,3784,109,1266,504,564,546,406,298,160,107,179,123,179,88,67,47,15,166,2,2,3,1,0,3,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
김해금관대로DT,1796,1663,66,832,384,328,274,262,174,91,110,122,88,63,36,43,22,10,220,2,1,2,0,0,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
밀양DT,1598,3643,220,1139,478,552,518,327,239,157,117,187,133,163,74,44,45,25,312,4,3,1,2,0,1,1,9,1,4,2,2,3,5,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0
경남사천DT,1523,5383,131,1626,621,698,561,365,248,148,158,167,134,217,85,71,42,43,262,9,15,4,6,1,2,2,5,0,3,0,5,0,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0
사천벌리,795,4420,73,1648,638,658,658,411,325,214,159,207,168,228,123,97,70,11,124,3,6,1,4,0,0,0,5,0,2,0,2,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
진주평거,1029,4156,110,1437,537,632,617,385,266,152,150,155,57,264,154,51,52,10,79,2,4,2,0,1,0,1,1,0,2,0,4,2,1,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0
진주칠암DT,1000,4036,108,1168,570,519,426,238,179,107,144,138,86,153,78,47,40,16,99,4,3,3,2,0,0,3,2,0,2,0,3,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
진주중안,728,3940,106,1156,538,510,467,367,214,107,149,128,107,128,73,34,51,16,34,5,5,1,3,0,0,1,5,0,2,0,3,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
진주신안,647,3591,86,1237,505,545,584,313,252,131,213,94,98,192,78,49,32,11,101,4,1,1,3,0,1,1,5,2,6,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
진주경상대,32,4103,178,1109,521,600,523,266,194,104,181,101,50,142,94,73,41,21,36,1,4,2,0,1,0,4,1,0,5,0,5,3,8,1,1,2,0,1,1,0,0,0,0,0,1,0,0,1,0,0
진주초전DT,2131,1082,153,613,138,323,302,113,85,21,75,86,47,64,28,24,12,20,88,6,4,1,1,0,1,2,5,0,4,0,1,0,2,0,1,4,0,1,0,0,0,1,0,0,0,0,0,1,1,1
진주혁신도시,1781,3040,165,1670,472,759,738,418,289,175,133,216,113,240,106,119,60,25,470,1,1,3,2,1,2,1,9,0,1,0,0,0,3,0,0,4,0,3,1,0,0,0,0,0,0,0,0,3,0,0
경상대칠암캠퍼스,1891,2063,90,1074,404,490,439,387,245,164,206,191,97,116,64,50,43,31,92,3,6,0,7,0,0,2,2,0,4,1,2,0,2,1,1,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0
마산회원DT,1536,3636,125,1316,510,619,489,357,243,164,164,174,122,198,98,62,33,22,161,7,5,2,2,0,0,0,3,0,4,0,2,3,3,1,0,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0
창원상남로,1507,4253,143,1581,656,710,633,485,338,209,257,181,126,194,107,79,58,40,94,8,10,2,2,1,1,4,10,0,11,3,6,1,4,2,1,1,0,1,2,0,0,0,0,0,0,0,0,2,0,0
마산역DT,1454,4311,116,1548,560,697,590,419,289,184,172,164,122,325,121,43,42,34,157,10,10,4,7,0,0,3,6,0,8,0,5,0,1,3,0,2,1,3,2,0,0,0,0,1,0,0,0,2,0,0
마산해안대로DT,1416,5522,176,1679,630,724,680,440,406,206,100,170,144,182,144,105,61,43,473,8,10,2,2,0,1,1,3,0,2,0,5,2,2,4,0,7,0,1,1,0,0,0,0,1,0,0,1,2,0,0
진해자은DT,1310,6369,165,2187,828,985,828,449,321,157,150,192,154,229,128,79,66,10,529,2,4,1,1,0,0,0,7,0,4,3,3,2,6,2,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0
창원역DT,1312,5382,252,1901,827,771,641,427,378,215,188,256,175,210,127,59,72,38,328,3,7,2,1,0,0,2,5,2,4,0,3,0,2,4,0,2,2,0,0,0,0,0,0,0,0,1,1,1,0,0
창원호계DT,1238,3726,103,1308,426,494,569,286,297,147,104,109,133,133,103,49,25,16,313,0,6,1,1,0,0,1,4,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
창원마창대교,1230,4584,649,1457,443,646,685,273,273,172,44,184,129,140,103,870,128,26,374,4,3,1,3,0,0,0,3,0,5,0,1,0,3,1,0,2,1,0,0,0,0,0,0,0,6,0,0,0,0,0
